"Age","DHB","demography","measure","number","QtYR","Demogfacet"
"5 years","West Coast","Dep0102","full","33","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Whanganui","Dep0102","full","44","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","National Total","Dep0102","proportion","0.817","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Auckland","Dep0102","proportion","0.824","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Bay of Plenty","Dep0102","proportion","0.751","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Canterbury","Dep0102","proportion","0.861","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Capital and Coast","Dep0102","proportion","0.882","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Counties Manukau","Dep0102","proportion","0.781","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Hawke's Bay","Dep0102","proportion","0.756","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Hutt Valley","Dep0102","proportion","0.879","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Lakes","Dep0102","proportion","0.735","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","MidCentral","Dep0102","proportion","0.807","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Nelson Marlborough","Dep0102","proportion","0.819","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Northland","Dep0102","proportion","0.631","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","South Canterbury","Dep0102","proportion","0.772","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Southern","Dep0102","proportion","0.856","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Tairawhiti","Dep0102","proportion","0.792","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Taranaki","Dep0102","proportion","0.755","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Waikato","Dep0102","proportion","0.728","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Wairarapa","Dep0102","proportion","0.795","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Waitemata","Dep0102","proportion","0.794","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","West Coast","Dep0102","proportion","0.619","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Whanganui","Dep0102","proportion","0.895","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","National Total","Dep0102","proportion","0.915","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Auckland","Dep0102","proportion","0.931","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Bay of Plenty","Dep0102","proportion","0.859","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Canterbury","Dep0102","proportion","0.943","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Capital and Coast","Dep0102","proportion","0.946","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Counties Manukau","Dep0102","proportion","0.92","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Hawke's Bay","Dep0102","proportion","0.927","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Hutt Valley","Dep0102","proportion","0.941","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Lakes","Dep0102","proportion","0.881","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","MidCentral","Dep0102","proportion","0.907","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Nelson Marlborough","Dep0102","proportion","0.884","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Northland","Dep0102","proportion","0.808","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","South Canterbury","Dep0102","proportion","0.915","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Southern","Dep0102","proportion","0.944","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Tairawhiti","Dep0102","proportion","0.903","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Taranaki","Dep0102","proportion","0.84","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Waikato","Dep0102","proportion","0.878","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Wairarapa","Dep0102","proportion","0.929","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Waitemata","Dep0102","proportion","0.878","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","West Coast","Dep0102","proportion","0.85","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Whanganui","Dep0102","proportion","0.892","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","National Total","Dep0102","proportion","0.931","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Auckland","Dep0102","proportion","0.941","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Bay of Plenty","Dep0102","proportion","0.898","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Canterbury","Dep0102","proportion","0.945","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Capital and Coast","Dep0102","proportion","0.966","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Counties Manukau","Dep0102","proportion","0.942","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Hawke's Bay","Dep0102","proportion","0.925","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Hutt Valley","Dep0102","proportion","0.947","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Lakes","Dep0102","proportion","0.912","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","MidCentral","Dep0102","proportion","0.914","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Nelson Marlborough","Dep0102","proportion","0.893","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Northland","Dep0102","proportion","0.824","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","South Canterbury","Dep0102","proportion","0.943","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Southern","Dep0102","proportion","0.946","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Tairawhiti","Dep0102","proportion","0.981","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Taranaki","Dep0102","proportion","0.929","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Waikato","Dep0102","proportion","0.905","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Wairarapa","Dep0102","proportion","0.919","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Waitemata","Dep0102","proportion","0.907","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","West Coast","Dep0102","proportion","0.815","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Whanganui","Dep0102","proportion","0.895","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","National Total","Dep0102","proportion","0.795","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Auckland","Dep0102","proportion","0.821","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Bay of Plenty","Dep0102","proportion","0.731","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Canterbury","Dep0102","proportion","0.834","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Capital and Coast","Dep0102","proportion","0.837","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Counties Manukau","Dep0102","proportion","0.784","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Hawke's Bay","Dep0102","proportion","0.76","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Hutt Valley","Dep0102","proportion","0.824","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Lakes","Dep0102","proportion","0.745","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","MidCentral","Dep0102","proportion","0.769","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Nelson Marlborough","Dep0102","proportion","0.791","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Northland","Dep0102","proportion","0.691","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","South Canterbury","Dep0102","proportion","0.859","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Southern","Dep0102","proportion","0.851","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Tairawhiti","Dep0102","proportion","0.709","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Taranaki","Dep0102","proportion","0.733","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Waikato","Dep0102","proportion","0.723","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Wairarapa","Dep0102","proportion","0.884","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Waitemata","Dep0102","proportion","0.739","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","West Coast","Dep0102","proportion","0.735","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Whanganui","Dep0102","proportion","0.769","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","National Total","Dep0102","proportion","0.905","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Auckland","Dep0102","proportion","0.92","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Bay of Plenty","Dep0102","proportion","0.868","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Canterbury","Dep0102","proportion","0.94","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Capital and Coast","Dep0102","proportion","0.935","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Counties Manukau","Dep0102","proportion","0.905","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Hawke's Bay","Dep0102","proportion","0.887","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Hutt Valley","Dep0102","proportion","0.884","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Lakes","Dep0102","proportion","0.833","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","MidCentral","Dep0102","proportion","0.866","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Nelson Marlborough","Dep0102","proportion","0.897","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Northland","Dep0102","proportion","0.838","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","South Canterbury","Dep0102","proportion","0.911","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Southern","Dep0102","proportion","0.923","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Tairawhiti","Dep0102","proportion","0.824","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Taranaki","Dep0102","proportion","0.855","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Waikato","Dep0102","proportion","0.856","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Wairarapa","Dep0102","proportion","0.905","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Waitemata","Dep0102","proportion","0.886","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","West Coast","Dep0102","proportion","0.895","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"24 months","Whanganui","Dep0102","proportion","0.837","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","National Total","Dep0102","proportion","0.798","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Auckland","Dep0102","proportion","0.772","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Bay of Plenty","Dep0102","proportion","0.776","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Canterbury","Dep0102","proportion","0.874","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Capital and Coast","Dep0102","proportion","0.842","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Counties Manukau","Dep0102","proportion","0.82","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Hawke's Bay","Dep0102","proportion","0.795","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Hutt Valley","Dep0102","proportion","0.798","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Lakes","Dep0102","proportion","0.717","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","MidCentral","Dep0102","proportion","0.797","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Nelson Marlborough","Dep0102","proportion","0.827","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Northland","Dep0102","proportion","0.632","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","South Canterbury","Dep0102","proportion","0.86","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Southern","Dep0102","proportion","0.853","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Tairawhiti","Dep0102","proportion","0.72","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Taranaki","Dep0102","proportion","0.728","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Waikato","Dep0102","proportion","0.696","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Wairarapa","Dep0102","proportion","0.904","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Waitemata","Dep0102","proportion","0.724","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","West Coast","Dep0102","proportion","0.875","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"54 months","Whanganui","Dep0102","proportion","0.833","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","National Total","Dep0102","proportion","0.885","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Auckland","Dep0102","proportion","0.858","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Bay of Plenty","Dep0102","proportion","0.85","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Canterbury","Dep0102","proportion","0.929","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Capital and Coast","Dep0102","proportion","0.909","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Counties Manukau","Dep0102","proportion","0.924","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Hawke's Bay","Dep0102","proportion","0.929","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Hutt Valley","Dep0102","proportion","0.875","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Lakes","Dep0102","proportion","0.836","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","MidCentral","Dep0102","proportion","0.889","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Nelson Marlborough","Dep0102","proportion","0.892","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Northland","Dep0102","proportion","0.809","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","South Canterbury","Dep0102","proportion","0.894","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Southern","Dep0102","proportion","0.936","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Tairawhiti","Dep0102","proportion","0.73","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Taranaki","Dep0102","proportion","0.797","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Waikato","Dep0102","proportion","0.821","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Wairarapa","Dep0102","proportion","0.902","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Waitemata","Dep0102","proportion","0.843","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","West Coast","Dep0102","proportion","0.846","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"5 years","Whanganui","Dep0102","proportion","0.936","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","National Total","Dep0304","eligible","10901","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Auckland","Dep0304","eligible","922","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Bay of Plenty","Dep0304","eligible","460","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Canterbury","Dep0304","eligible","1551","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Capital and Coast","Dep0304","eligible","731","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Counties Manukau","Dep0304","eligible","1151","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Hawke's Bay","Dep0304","eligible","236","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Hutt Valley","Dep0304","eligible","344","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Lakes","Dep0304","eligible","212","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","MidCentral","Dep0304","eligible","297","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Nelson Marlborough","Dep0304","eligible","334","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Northland","Dep0304","eligible","230","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","South Canterbury","Dep0304","eligible","152","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Southern","Dep0304","eligible","891","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Tairawhiti","Dep0304","eligible","44","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Taranaki","Dep0304","eligible","318","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Waikato","Dep0304","eligible","825","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Wairarapa","Dep0304","eligible","105","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Waitemata","Dep0304","eligible","1969","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","West Coast","Dep0304","eligible","52","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"6 months","Whanganui","Dep0304","eligible","77","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","National Total","Dep0304","eligible","10800","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Auckland","Dep0304","eligible","892","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Bay of Plenty","Dep0304","eligible","462","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Canterbury","Dep0304","eligible","1553","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Capital and Coast","Dep0304","eligible","737","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Counties Manukau","Dep0304","eligible","1157","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Hawke's Bay","Dep0304","eligible","243","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Hutt Valley","Dep0304","eligible","331","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Lakes","Dep0304","eligible","213","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","MidCentral","Dep0304","eligible","290","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Nelson Marlborough","Dep0304","eligible","329","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Northland","Dep0304","eligible","229","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","South Canterbury","Dep0304","eligible","156","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Southern","Dep0304","eligible","870","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Tairawhiti","Dep0304","eligible","43","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Taranaki","Dep0304","eligible","312","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Waikato","Dep0304","eligible","805","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Wairarapa","Dep0304","eligible","108","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Waitemata","Dep0304","eligible","1946","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","West Coast","Dep0304","eligible","47","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"8 months","Whanganui","Dep0304","eligible","77","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","National Total","Dep0304","eligible","10563","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Auckland","Dep0304","eligible","866","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Bay of Plenty","Dep0304","eligible","473","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Canterbury","Dep0304","eligible","1473","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Capital and Coast","Dep0304","eligible","705","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Counties Manukau","Dep0304","eligible","1140","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Hawke's Bay","Dep0304","eligible","255","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Hutt Valley","Dep0304","eligible","332","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Lakes","Dep0304","eligible","217","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","MidCentral","Dep0304","eligible","277","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Nelson Marlborough","Dep0304","eligible","333","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Northland","Dep0304","eligible","223","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","South Canterbury","Dep0304","eligible","149","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Southern","Dep0304","eligible","853","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Tairawhiti","Dep0304","eligible","35","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Taranaki","Dep0304","eligible","284","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Waikato","Dep0304","eligible","789","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Wairarapa","Dep0304","eligible","120","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Waitemata","Dep0304","eligible","1916","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","West Coast","Dep0304","eligible","48","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"12 months","Whanganui","Dep0304","eligible","75","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","National Total","Dep0304","eligible","10538","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Auckland","Dep0304","eligible","897","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Bay of Plenty","Dep0304","eligible","452","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Canterbury","Dep0304","eligible","1420","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Capital and Coast","Dep0304","eligible","694","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
"18 months","Counties Manukau","Dep0304","eligible","1114","1 April 2021 to 31 March 2022 (Excel, 64 KB).xlsx","Deprivation"
