"Age","DHB","demography","measure","number","QtYR","Demogfacet"
"18 months","South Canterbury","Dep0102","eligible","28","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Southern","Dep0102","eligible","232","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Tairawhiti","Dep0102","eligible","12","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Taranaki","Dep0102","eligible","51","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Waikato","Dep0102","eligible","199","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Wairarapa","Dep0102","eligible","15","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Waitemata","Dep0102","eligible","391","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","West Coast","Dep0102","eligible","10","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Whanganui","Dep0102","eligible","15","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","National Total","Dep0102","eligible","2527","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Auckland","Dep0102","eligible","203","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Bay of Plenty","Dep0102","eligible","98","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Canterbury","Dep0102","eligible","503","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Capital and Coast","Dep0102","eligible","220","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Counties Manukau","Dep0102","eligible","239","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Hawke's Bay","Dep0102","eligible","52","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Hutt Valley","Dep0102","eligible","77","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Lakes","Dep0102","eligible","32","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","MidCentral","Dep0102","eligible","56","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Nelson Marlborough","Dep0102","eligible","60","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Northland","Dep0102","eligible","23","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","South Canterbury","Dep0102","eligible","30","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Southern","Dep0102","eligible","246","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Tairawhiti","Dep0102","eligible","14","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Taranaki","Dep0102","eligible","63","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Waikato","Dep0102","eligible","170","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Wairarapa","Dep0102","eligible","19","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Waitemata","Dep0102","eligible","402","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","West Coast","Dep0102","eligible",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Whanganui","Dep0102","eligible","12","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","National Total","Dep0102","eligible","3078","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Auckland","Dep0102","eligible","284","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Bay of Plenty","Dep0102","eligible","114","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Canterbury","Dep0102","eligible","556","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Capital and Coast","Dep0102","eligible","263","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Counties Manukau","Dep0102","eligible","297","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Hawke's Bay","Dep0102","eligible","70","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Hutt Valley","Dep0102","eligible","111","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Lakes","Dep0102","eligible","39","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","MidCentral","Dep0102","eligible","70","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Nelson Marlborough","Dep0102","eligible","66","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Northland","Dep0102","eligible","33","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","South Canterbury","Dep0102","eligible","27","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Southern","Dep0102","eligible","270","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Tairawhiti","Dep0102","eligible","10","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Taranaki","Dep0102","eligible","68","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Waikato","Dep0102","eligible","217","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Wairarapa","Dep0102","eligible","24","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Waitemata","Dep0102","eligible","536","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","West Coast","Dep0102","eligible",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Whanganui","Dep0102","eligible","14","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","National Total","Dep0102","eligible","3049","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Auckland","Dep0102","eligible","275","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Bay of Plenty","Dep0102","eligible","121","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Canterbury","Dep0102","eligible","574","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Capital and Coast","Dep0102","eligible","268","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Counties Manukau","Dep0102","eligible","300","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Hawke's Bay","Dep0102","eligible","62","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Hutt Valley","Dep0102","eligible","98","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Lakes","Dep0102","eligible","37","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","MidCentral","Dep0102","eligible","79","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Nelson Marlborough","Dep0102","eligible","72","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Northland","Dep0102","eligible","32","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","South Canterbury","Dep0102","eligible","29","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Southern","Dep0102","eligible","260","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Tairawhiti","Dep0102","eligible","12","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Taranaki","Dep0102","eligible","60","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Waikato","Dep0102","eligible","239","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Wairarapa","Dep0102","eligible","21","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Waitemata","Dep0102","eligible","484","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","West Coast","Dep0102","eligible","14","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Whanganui","Dep0102","eligible","12","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"Milestone age","DHB of residence","Dep0102","full","# Fully immunised","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","National Total","Dep0102","full","1990","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Auckland","Dep0102","full","181","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Bay of Plenty","Dep0102","full","63","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Canterbury","Dep0102","full","409","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Capital and Coast","Dep0102","full","206","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Counties Manukau","Dep0102","full","199","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Hawke's Bay","Dep0102","full","38","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Hutt Valley","Dep0102","full","80","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Lakes","Dep0102","full","17","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","MidCentral","Dep0102","full","60","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Nelson Marlborough","Dep0102","full","45","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Northland","Dep0102","full","24","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","South Canterbury","Dep0102","full","20","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Southern","Dep0102","full","185","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Tairawhiti","Dep0102","full","10","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Taranaki","Dep0102","full","35","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Waikato","Dep0102","full","119","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Wairarapa","Dep0102","full","13","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Waitemata","Dep0102","full","271","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","West Coast","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Whanganui","Dep0102","full","13","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","National Total","Dep0102","full","2267","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Auckland","Dep0102","full","191","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Bay of Plenty","Dep0102","full","74","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Canterbury","Dep0102","full","498","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Capital and Coast","Dep0102","full","190","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Counties Manukau","Dep0102","full","224","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Hawke's Bay","Dep0102","full","43","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Hutt Valley","Dep0102","full","80","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Lakes","Dep0102","full","16","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","MidCentral","Dep0102","full","72","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Nelson Marlborough","Dep0102","full","54","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Northland","Dep0102","full","27","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","South Canterbury","Dep0102","full","24","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Southern","Dep0102","full","190","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Tairawhiti","Dep0102","full","16","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Taranaki","Dep0102","full","41","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Waikato","Dep0102","full","158","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Wairarapa","Dep0102","full","12","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Waitemata","Dep0102","full","342","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","West Coast","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Whanganui","Dep0102","full","11","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","National Total","Dep0102","full","2165","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Auckland","Dep0102","full","192","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Bay of Plenty","Dep0102","full","86","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Canterbury","Dep0102","full","434","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Capital and Coast","Dep0102","full","205","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Counties Manukau","Dep0102","full","219","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Hawke's Bay","Dep0102","full","45","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Hutt Valley","Dep0102","full","82","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Lakes","Dep0102","full","30","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","MidCentral","Dep0102","full","55","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Nelson Marlborough","Dep0102","full","47","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Northland","Dep0102","full","15","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","South Canterbury","Dep0102","full","22","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Southern","Dep0102","full","206","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Tairawhiti","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Taranaki","Dep0102","full","51","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Waikato","Dep0102","full","166","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Wairarapa","Dep0102","full","13","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Waitemata","Dep0102","full","277","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","West Coast","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Whanganui","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","National Total","Dep0102","full","2016","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Auckland","Dep0102","full","176","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Bay of Plenty","Dep0102","full","66","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Canterbury","Dep0102","full","434","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Capital and Coast","Dep0102","full","198","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Counties Manukau","Dep0102","full","196","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Hawke's Bay","Dep0102","full","25","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Hutt Valley","Dep0102","full","76","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Lakes","Dep0102","full","16","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","MidCentral","Dep0102","full","42","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Nelson Marlborough","Dep0102","full","45","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Northland","Dep0102","full","19","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","South Canterbury","Dep0102","full","25","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Southern","Dep0102","full","191","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Tairawhiti","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Taranaki","Dep0102","full","39","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Waikato","Dep0102","full","141","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Wairarapa","Dep0102","full","12","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Waitemata","Dep0102","full","291","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","West Coast","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Whanganui","Dep0102","full","11","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","National Total","Dep0102","full","2303","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Auckland","Dep0102","full","192","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Bay of Plenty","Dep0102","full","85","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Canterbury","Dep0102","full","477","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Capital and Coast","Dep0102","full","208","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Counties Manukau","Dep0102","full","213","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Hawke's Bay","Dep0102","full","45","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Hutt Valley","Dep0102","full","61","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Lakes","Dep0102","full","27","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","MidCentral","Dep0102","full","50","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Nelson Marlborough","Dep0102","full","52","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Northland","Dep0102","full","18","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","South Canterbury","Dep0102","full","27","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Southern","Dep0102","full","229","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Tairawhiti","Dep0102","full","13","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Taranaki","Dep0102","full","59","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Waikato","Dep0102","full","145","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Wairarapa","Dep0102","full","17","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Waitemata","Dep0102","full","367","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","West Coast","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Whanganui","Dep0102","full","10","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","National Total","Dep0102","full","2415","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Auckland","Dep0102","full","223","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Bay of Plenty","Dep0102","full","86","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Canterbury","Dep0102","full","470","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Capital and Coast","Dep0102","full","211","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Counties Manukau","Dep0102","full","241","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Hawke's Bay","Dep0102","full","52","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Hutt Valley","Dep0102","full","80","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Lakes","Dep0102","full","31","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","MidCentral","Dep0102","full","49","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Nelson Marlborough","Dep0102","full","54","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Northland","Dep0102","full","19","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","South Canterbury","Dep0102","full","26","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Southern","Dep0102","full","224","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Tairawhiti","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Taranaki","Dep0102","full","50","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Waikato","Dep0102","full","155","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Wairarapa","Dep0102","full","20","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Waitemata","Dep0102","full","398","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","West Coast","Dep0102","full",NA,"1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Whanganui","Dep0102","full","14","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","National Total","Dep0102","full","2719","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Auckland","Dep0102","full","241","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Bay of Plenty","Dep0102","full","96","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Canterbury","Dep0102","full","541","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Capital and Coast","Dep0102","full","236","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Counties Manukau","Dep0102","full","277","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Hawke's Bay","Dep0102","full","57","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Hutt Valley","Dep0102","full","82","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Lakes","Dep0102","full","32","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","MidCentral","Dep0102","full","66","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Nelson Marlborough","Dep0102","full","66","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Northland","Dep0102","full","29","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","South Canterbury","Dep0102","full","26","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Southern","Dep0102","full","238","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Tairawhiti","Dep0102","full","10","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Taranaki","Dep0102","full","52","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Waikato","Dep0102","full","201","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Wairarapa","Dep0102","full","21","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Waitemata","Dep0102","full","424","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","West Coast","Dep0102","full","13","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Whanganui","Dep0102","full","11","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"Milestone age","DHB of residence","Dep0102","proportion","% Fully immunised","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","National Total","Dep0102","proportion","0.82951229679032934","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Auckland","Dep0102","proportion","0.85781990521327012","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Bay of Plenty","Dep0102","proportion","0.75","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Canterbury","Dep0102","proportion","0.87393162393162394","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Capital and Coast","Dep0102","proportion","0.91150442477876104","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Counties Manukau","Dep0102","proportion","0.84322033898305093","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
